Iteration,MeanRF
2181,121.167
2182,121.222
2183,121.278
2184,121.333
2185,121.389
2186,121.444
2187,121.5
2188,121.556
2189,121.611
2190,121.667
2191,121.722
2192,121.778
2193,121.833
2194,121.889
2195,121.944
2196,122
2197,122.056
2198,122.111
2199,122.167
2200,122.222
2201,122.278
2202,122.333
2203,122.389
2204,122.444
2205,122.5
2206,122.556
2207,122.611
2208,122.667
2209,122.722
2210,122.778
2211,122.833
2212,122.889
2213,122.944
2214,123
2215,123.056
2216,123.111
2217,123.167
2218,123.222
2219,116.789
2220,116.842
2221,116.895
2222,116.947
2223,117
2224,117.053
2225,117.105
2226,117.158
2227,117.211
2228,117.263
2229,117.316
2230,117.368
2231,117.421
2232,117.474
2233,117.526
2234,117.579
2235,117.632
2236,117.684
2237,117.737
2238,117.789
2239,117.842
2240,117.895
2241,117.947
2242,118
2243,118.053
2244,118.105
2245,118.158
2246,118.211
2247,118.263
2248,118.316
2249,118.368
2250,118.421
2251,118.474
2252,118.526
2253,118.579
2254,118.632
2255,118.684
2256,118.737
2257,118.789
2258,118.842
2259,118.895
2260,118.947
2261,119
2262,119.053
2263,119.105
2264,119.158
2265,119.211
2266,119.263
2267,119.316
2268,119.368
2269,119.421
2270,119.474
2271,119.526
2272,119.579
2273,113.65
2274,113.7
2275,113.75
2276,113.8
2277,113.85
2278,113.9
2279,113.95
2280,114
2281,114.05
2282,114.1
2283,114.15
2284,114.2
2285,114.25
2286,114.3
2287,114.35
2288,114.4
2289,114.45
2290,114.5
2291,114.55
2292,114.6
2293,114.65
2294,114.7
2295,114.75
2296,114.8
2297,114.85
2298,114.9
2299,114.95
2300,115
2301,115.05
2302,115.1
2303,115.15
2304,115.2
2305,115.25
2306,115.3
2307,115.35
2308,115.4
2309,115.45
2310,115.5
2311,115.55
2312,115.6
2313,115.65
2314,115.7
2315,115.75
2316,115.8
2317,115.85
2318,115.9
2319,115.95
2320,116
2321,116.05
2322,116.1
2323,116.15
2324,116.2
2325,116.25
2326,116.3
2327,116.35
2328,110.857
2329,110.905
2330,110.952
2331,111
2332,111.048
2333,111.095
2334,111.143
2335,111.19
2336,111.238
2337,111.286
2338,111.333
2339,111.381
2340,111.429
2341,111.476
2342,111.524
2343,111.571
2344,111.619
2345,111.667
2346,111.714
2347,111.762
2348,111.81
2349,111.857
2350,111.905
2351,111.952
2352,112
2353,112.048
2354,112.095
2355,112.143
2356,112.19
2357,112.238
2358,112.286
2359,112.333
2360,112.381
2361,112.429
2362,112.476
2363,112.524
2364,112.571
2365,112.619
2366,112.667
2367,112.714
2368,112.762
2369,112.81
2370,112.857
2371,112.905
2372,112.952
2373,113
2374,113.048
2375,113.095
2376,113.143
2377,113.19
2378,113.238
2379,113.286
2380,113.333
2381,113.381
2382,113.429
2383,113.476
2384,108.364
2385,108.409
2386,108.455
2387,108.5
2388,108.545
2389,108.591
2390,108.636
2391,108.682
2392,108.727
2393,108.773
2394,108.818
2395,108.864
2396,108.909
2397,108.955
2398,109
2399,109.045
2400,109.091
2401,109.136
2402,109.182
2403,109.227
2404,109.273
2405,109.318
2406,109.364
2407,109.409
2408,109.455
2409,109.5
2410,109.545
2411,109.591
2412,109.636
2413,109.682
2414,109.727
2415,109.773
2416,109.818
2417,109.864
2418,109.909
2419,109.955
2420,110
2421,110.045
2422,110.091
2423,110.136
2424,110.182
2425,110.227
2426,110.273
2427,110.318
2428,110.364
2429,110.409
2430,110.455
2431,110.5
2432,110.545
2433,110.591
2434,110.636
2435,110.682
2436,110.727
2437,110.773
2438,110.818
2439,110.864
2440,110.909
2441,106.13
2442,106.174
2443,106.217
2444,106.261
2445,106.304
2446,106.348
2447,106.391
2448,106.435
2449,106.478
2450,106.522
2451,106.565
2452,106.609
2453,106.652
2454,106.696
2455,106.739
2456,106.783
2457,106.826
2458,106.87
2459,106.913
2460,106.957
2461,107
2462,107.043
2463,107.087
2464,107.13
2465,107.174
2466,107.217
2467,107.261
2468,107.304
2469,107.348
2470,107.391
2471,107.435
2472,107.478
2473,107.522
2474,107.565
2475,107.609
2476,107.652
2477,107.696
2478,107.739
2479,107.783
2480,107.826
2481,107.87
2482,107.913
2483,107.957
2484,108
2485,108.043
2486,108.087
2487,108.13
2488,108.174
2489,108.217
2490,108.261
2491,108.304
2492,108.348
2493,108.391
2494,108.435
2495,108.478
2496,108.522
2497,108.565
2498,108.609
2499,104.125
2500,104.167
2501,104.208
2502,104.25
2503,104.292
2504,104.333
2505,104.375
2506,104.417
2507,104.458
2508,104.5
2509,104.542
2510,104.583
2511,104.625
2512,104.667
2513,104.708
2514,104.75
2515,104.792
2516,104.833
2517,104.875
2518,104.917
2519,104.958
2520,105
2521,105.042
2522,105.083
2523,105.125
2524,105.167
2525,105.208
2526,105.25
2527,105.292
2528,105.333
2529,105.375
2530,105.417
2531,105.458
2532,105.5
2533,105.542
2534,105.583
2535,105.625
2536,105.667
2537,105.708
2538,105.75
2539,105.792
2540,105.833
2541,105.875
2542,105.917
2543,105.958
2544,106
2545,106.042
2546,106.083
2547,106.125
2548,106.167
2549,106.208
2550,106.25
2551,106.292
2552,106.333
2553,106.375
2554,106.417
2555,106.458
2556,102.24
2557,102.28
2558,102.32
2559,102.36
2560,102.4
2561,102.44
2562,102.48
2563,102.52
2564,102.56
2565,102.6
2566,102.64
2567,102.68
2568,102.72
2569,102.76
2570,102.8
2571,102.84
2572,102.88
2573,102.92
2574,102.96
2575,103
2576,103.04
2577,103.08
2578,103.12
2579,103.16
2580,103.2
2581,103.24
2582,103.28
2583,103.32
2584,103.36
2585,103.4
2586,103.44
2587,103.48
2588,103.52
2589,103.56
2590,103.6
2591,103.64
2592,103.68
2593,103.72
2594,103.76
2595,103.8
2596,103.84
2597,103.88
2598,103.92
2599,103.96
2600,104
2601,104.04
2602,104.08
2603,104.12
2604,104.16
2605,104.2
2606,104.24
2607,104.28
2608,104.32
2609,104.36
2610,100.385
2611,100.423
2612,100.462
2613,100.5
2614,100.538
2615,100.577
2616,100.615
2617,100.654
2618,100.692
2619,100.731
2620,100.769
2621,100.808
2622,100.846
2623,100.885
2624,100.923
2625,100.962
2626,101
2627,101.038
2628,101.077
2629,101.115
2630,101.154
2631,101.192
2632,101.231
2633,101.269
2634,101.308
2635,101.346
2636,101.385
2637,101.423
2638,101.462
2639,101.5
2640,101.538
2641,101.577
2642,101.615
2643,101.654
2644,101.692
2645,101.731
2646,101.769
2647,101.808
2648,101.846
2649,101.885
2650,101.923
2651,101.962
2652,102
2653,102.038
2654,102.077
2655,102.115
2656,102.154
2657,102.192
2658,102.231
2659,102.269
2660,102.308
2661,102.346
2662,102.385
2663,102.423
2664,102.462
2665,98.7037
2666,98.7407
2667,98.7778
2668,98.8148
2669,98.8519
2670,98.8889
2671,98.9259
2672,98.963
2673,99
2674,99.037
2675,99.0741
2676,99.1111
2677,99.1481
2678,99.1852
2679,99.2222
2680,99.2593
2681,99.2963
2682,99.3333
2683,99.3704
2684,99.4074
2685,99.4444
2686,99.4815
2687,99.5185
2688,99.5556
2689,99.5926
2690,99.6296
2691,99.6667
2692,99.7037
2693,99.7407
2694,99.7778
2695,99.8148
2696,99.8519
2697,99.8889
2698,99.9259
2699,99.963
2700,100
2701,100.037
2702,100.074
2703,100.111
2704,100.148
2705,100.185
2706,100.222
2707,100.259
2708,100.296
2709,100.333
2710,100.37
2711,100.407
2712,100.444
2713,100.481
2714,100.519
2715,100.556
2716,100.593
2717,100.63
2718,100.667
2719,100.704
2720,97.1429
2721,97.1786
2722,97.2143
2723,97.25
2724,97.2857
2725,97.3214
2726,97.3571
2727,97.3929
2728,97.4286
2729,97.4643
2730,97.5
2731,97.5357
2732,97.5714
2733,97.6071
2734,97.6429
2735,97.6786
2736,97.7143
2737,97.75
2738,97.7857
2739,97.8214
2740,97.8571
2741,97.8929
2742,97.9286
2743,97.9643
2744,98
2745,98.0357
2746,98.0714
2747,98.1071
2748,98.1429
2749,98.1786
2750,98.2143
2751,98.25
2752,98.2857
2753,98.3214
2754,98.3571
2755,98.3929
2756,98.4286
2757,98.4643
2758,98.5
2759,98.5357
2760,98.5714
2761,98.6071
2762,98.6429
2763,98.6786
2764,98.7143
2765,98.75
2766,98.7857
2767,98.8214
2768,98.8571
2769,98.8929
2770,98.9286
2771,98.9643
2772,99
2773,95.6207
2774,95.6552
2775,95.6897
2776,95.7241
2777,95.7586
2778,95.7931
2779,95.8276
2780,95.8621
2781,95.8966
2782,95.931
2783,95.9655
2784,96
2785,96.0345
2786,96.069
2787,96.1034
2788,96.1379
2789,96.1724
2790,96.2069
2791,96.2414
2792,96.2759
2793,96.3103
2794,96.3448
2795,96.3793
2796,96.4138
2797,96.4483
2798,96.4828
2799,96.5172
2800,96.5517
2801,96.5862
2802,96.6207
2803,96.6552
2804,96.6897
2805,96.7241
2806,96.7586
2807,96.7931
2808,96.8276
2809,96.8621
2810,96.8966
2811,96.931
2812,96.9655
2813,97
2814,97.0345
2815,97.069
2816,97.1034
2817,97.1379
2818,97.1724
2819,97.2069
2820,97.2414
2821,97.2759
2822,97.3103
2823,97.3448
2824,97.3793
2825,94.1667
2826,94.2
2827,94.2333
2828,94.2667
2829,94.3
2830,94.3333
2831,94.3667
2832,94.4
2833,94.4333
2834,94.4667
2835,94.5
2836,94.5333
2837,94.5667
2838,94.6
2839,94.6333
2840,94.6667
2841,94.7
2842,94.7333
2843,94.7667
2844,94.8
2845,94.8333
2846,94.8667
2847,94.9
2848,94.9333
2849,94.9667
2850,95
2851,95.0333
2852,95.0667
2853,95.1
2854,95.1333
2855,95.1667
2856,95.2
2857,95.2333
2858,95.2667
2859,95.3
2860,95.3333
2861,95.3667
2862,95.4
2863,95.4333
2864,95.4667
2865,95.5
2866,95.5333
2867,95.5667
2868,95.6
2869,95.6333
2870,95.6667
2871,95.7
2872,95.7333
2873,95.7667
2874,92.7097
2875,92.7419
2876,92.7742
2877,92.8065
2878,92.8387
2879,92.871
2880,92.9032
2881,92.9355
2882,92.9677
2883,93
2884,93.0323
2885,93.0645
2886,93.0968
2887,93.129
2888,93.1613
2889,93.1935
2890,93.2258
2891,93.2581
2892,93.2903
2893,93.3226
2894,93.3548
2895,93.3871
2896,93.4194
2897,93.4516
2898,93.4839
2899,93.5161
2900,93.5484
2901,93.5806
2902,93.6129
2903,93.6452
2904,93.6774
2905,93.7097
2906,93.7419
2907,93.7742
2908,93.8065
2909,93.8387
2910,93.871
2911,93.9032
2912,93.9355
2913,93.9677
2914,94
2915,94.0323
2916,94.0645
2917,94.0968
2918,94.129
2919,94.1613
2920,94.1935
2921,94.2258
2922,94.2581
2923,94.2903
2924,91.375
2925,91.4062
2926,91.4375
2927,91.4688
2928,91.5
2929,91.5312
2930,91.5625
2931,91.5938
2932,91.625
2933,91.6562
2934,91.6875
2935,91.7188
2936,91.75
2937,91.7812
2938,91.8125
2939,91.8438
2940,91.875
2941,91.9062
2942,91.9375
2943,91.9688
2944,92
2945,92.0312
2946,92.0625
2947,92.0938
2948,92.125
2949,92.1562
2950,92.1875
2951,92.2188
2952,92.25
2953,92.2812
2954,92.3125
2955,92.3438
2956,92.375
2957,92.4062
2958,92.4375
2959,92.4688
2960,92.5
2961,92.5312
2962,92.5625
2963,92.5938
2964,92.625
2965,92.6562
2966,92.6875
2967,92.7188
2968,92.75
2969,92.7812
2970,92.8125
2971,92.8438
2972,92.875
2973,92.9062
2974,92.9375
2975,90.1515
2976,90.1818
2977,90.2121
2978,90.2424
2979,90.2727
2980,90.303
2981,90.3333
2982,90.3636
2983,90.3939
2984,90.4242
2985,90.4545
2986,90.4848
2987,90.5152
2988,90.5455
2989,90.5758
2990,90.6061
2991,90.6364
2992,90.6667
2993,90.697
2994,90.7273
2995,90.7576
2996,90.7879
2997,90.8182
2998,90.8485
2999,90.8788
3000,90.9091
3001,90.9394
3002,90.9697
3003,91
3004,91.0303
3005,91.0606
3006,91.0909
3007,91.1212
3008,91.1515
3009,91.1818
3010,91.2121
3011,91.2424
3012,91.2727
3013,91.303
3014,91.3333
3015,91.3636
3016,91.3939
3017,91.4242
3018,91.4545
3019,91.4848
3020,91.5152
3021,91.5455
3022,91.5758
3023,88.9118
3024,88.9412
3025,88.9706
3026,89
3027,89.0294
3028,89.0588
3029,89.0882
3030,89.1176
3031,89.1471
3032,89.1765
3033,89.2059
3034,89.2353
3035,89.2647
3036,89.2941
3037,89.3235
3038,89.3529
3039,89.3824
3040,89.4118
3041,89.4412
3042,89.4706
3043,89.5
3044,89.5294
3045,89.5588
3046,89.5882
3047,89.6176
3048,89.6471
3049,89.6765
3050,89.7059
3051,89.7353
3052,89.7647
3053,89.7941
3054,89.8235
3055,89.8529
3056,89.8824
3057,89.9118
3058,89.9412
3059,89.9706
3060,90
3061,90.0294
3062,90.0588
3063,90.0882
3064,90.1176
3065,90.1471
3066,90.1765
3067,90.2059
3068,90.2353
3069,90.2647
3070,87.7143
3071,87.7429
3072,87.7714
3073,87.8
3074,87.8286
3075,87.8571
3076,87.8857
3077,87.9143
3078,87.9429
3079,87.9714
3080,88
3081,88.0286
3082,88.0571
3083,88.0857
3084,88.1143
3085,88.1429
3086,88.1714
3087,88.2
3088,88.2286
3089,88.2571
3090,88.2857
3091,88.3143
3092,88.3429
3093,88.3714
3094,88.4
3095,88.4286
3096,88.4571
3097,88.4857
3098,88.5143
3099,88.5429
3100,88.5714
3101,88.6
3102,88.6286
3103,88.6571
3104,88.6857
3105,88.7143
3106,88.7429
3107,88.7714
3108,88.8
3109,88.8286
3110,88.8571
3111,88.8857
3112,88.9143
3113,88.9429
3114,88.9714
3115,89
3116,89.0286
3117,89.0571
3118,86.6111
3119,86.6389
3120,86.6667
3121,86.6944
3122,86.7222
3123,86.75
3124,86.7778
3125,86.8056
3126,86.8333
3127,86.8611
3128,86.8889
3129,86.9167
3130,86.9444
3131,86.9722
3132,87
3133,87.0278
3134,87.0556
3135,87.0833
3136,87.1111
3137,87.1389
3138,87.1667
3139,87.1944
3140,87.2222
3141,87.25
3142,87.2778
3143,87.3056
3144,87.3333
3145,87.3611
3146,87.3889
3147,87.4167
3148,87.4444
3149,87.4722
3150,87.5
3151,87.5278
3152,87.5556
3153,87.5833
3154,87.6111
3155,87.6389
3156,87.6667
3157,87.6944
3158,87.7222
3159,87.75
3160,87.7778
3161,87.8056
3162,85.4595
3163,85.4865
3164,85.5135
3165,85.5405
3166,85.5676
3167,85.5946
3168,85.6216
3169,85.6486
3170,85.6757
3171,85.7027
3172,85.7297
3173,85.7568
3174,85.7838
3175,85.8108
3176,85.8378
3177,85.8649
3178,85.8919
3179,85.9189
3180,85.9459
3181,85.973
3182,86
3183,86.027
3184,86.0541
3185,86.0811
3186,86.1081
3187,86.1351
3188,86.1622
3189,86.1892
3190,86.2162
3191,86.2432
3192,86.2703
3193,86.2973
3194,86.3243
3195,86.3514
3196,86.3784
3197,86.4054
3198,86.4324
3199,86.4595
3200,86.4865
3201,86.5135
3202,86.5405
3203,86.5676
3204,86.5946
3205,86.6216
3206,84.3684
3207,84.3947
3208,84.4211
3209,84.4474
3210,84.4737
3211,84.5
3212,84.5263
3213,84.5526
3214,84.5789
3215,84.6053
3216,84.6316
3217,84.6579
3218,84.6842
3219,84.7105
3220,84.7368
3221,84.7632
3222,84.7895
3223,84.8158
3224,84.8421
3225,84.8684
3226,84.8947
3227,84.9211
3228,84.9474
3229,84.9737
3230,85
3231,85.0263
3232,85.0526
3233,85.0789
3234,85.1053
3235,85.1316
3236,85.1579
3237,85.1842
3238,85.2105
3239,85.2368
3240,85.2632
3241,85.2895
3242,85.3158
3243,85.3421
3244,85.3684
3245,85.3947
3246,83.2308
3247,83.2564
3248,83.2821
3249,83.3077
3250,83.3333
3251,83.359
3252,83.3846
3253,83.4103
3254,83.4359
3255,83.4615
3256,83.4872
3257,83.5128
3258,83.5385
3259,83.5641
3260,83.5897
3261,83.6154
3262,83.641
3263,83.6667
3264,83.6923
3265,83.7179
3266,83.7436
3267,83.7692
3268,83.7949
3269,83.8205
3270,83.8462
3271,83.8718
3272,83.8974
3273,83.9231
3274,83.9487
3275,83.9744
3276,84
3277,84.0256
3278,84.0513
3279,84.0769
3280,84.1026
3281,84.1282
3282,84.1538
3283,84.1795
3284,84.2051
3285,84.2308
3286,84.2564
3287,82.175
3288,82.2
3289,82.225
3290,82.25
3291,82.275
3292,82.3
3293,82.325
3294,82.35
3295,82.375
3296,82.4
3297,82.425
3298,82.45
3299,82.475
3300,82.5
3301,82.525
3302,82.55
3303,82.575
3304,82.6
3305,82.625
3306,82.65
3307,82.675
3308,82.7
3309,82.725
3310,82.75
3311,82.775
3312,82.8
3313,82.825
3314,82.85
3315,82.875
3316,82.9
3317,82.925
3318,82.95
3319,82.975
3320,83
3321,83.025
3322,83.05
3323,83.075
3324,83.1
3325,83.125
3326,83.15
3327,81.1463
3328,81.1707
3329,81.1951
3330,81.2195
3331,81.2439
3332,81.2683
3333,81.2927
3334,81.3171
3335,81.3415
3336,81.3659
3337,81.3902
3338,81.4146
3339,81.439
3340,81.4634
3341,81.4878
3342,81.5122
3343,81.5366
3344,81.561
3345,81.5854
3346,81.6098
3347,81.6341
3348,81.6585
3349,81.6829
3350,81.7073
3351,81.7317
3352,81.7561
3353,81.7805
3354,81.8049
3355,81.8293
3356,81.8537
3357,81.878
3358,81.9024
3359,81.9268
3360,81.9512
3361,81.9756
3362,82
3363,82.0244
3364,82.0488
3365,82.0732
3366,82.0976
3367,80.1667
3368,80.1905
3369,80.2143
3370,80.2381
3371,80.2619
3372,80.2857
3373,80.3095
3374,80.3333
3375,80.3571
3376,80.381
3377,80.4048
3378,80.4286
3379,80.4524
3380,80.4762
3381,80.5
3382,80.5238
3383,80.5476
3384,80.5714
3385,80.5952
3386,80.619
3387,80.6429
3388,80.6667
3389,80.6905
3390,80.7143
3391,80.7381
3392,80.7619
3393,80.7857
3394,80.8095
3395,80.8333
3396,80.8571
3397,80.881
3398,80.9048
3399,80.9286
3400,80.9524
3401,80.9762
3402,81
3403,81.0238
3404,81.0476
3405,81.0714
3406,79.2093
3407,79.2326
3408,79.2558
3409,79.2791
3410,79.3023
3411,79.3256
3412,79.3488
3413,79.3721
3414,79.3953
3415,79.4186
3416,79.4419
3417,79.4651
3418,79.4884
3419,79.5116
3420,79.5349
3421,79.5581
3422,79.5814
3423,79.6047
3424,79.6279
3425,79.6512
3426,79.6744
3427,79.6977
3428,79.7209
3429,79.7442
3430,79.7674
3431,79.7907
3432,79.814
3433,79.8372
3434,79.8605
3435,79.8837
3436,79.907
3437,79.9302
3438,79.9535
3439,79.9767
3440,80
3441,80.0233
3442,80.0465
3443,80.0698
3444,80.093
3445,80.1163
3446,80.1395
3447,78.3409
3448,78.3636
3449,78.3864
3450,78.4091
3451,78.4318
3452,78.4545
3453,78.4773
3454,78.5
3455,78.5227
3456,78.5455
3457,78.5682
3458,78.5909
3459,78.6136
3460,78.6364
3461,78.6591
3462,78.6818
3463,78.7045
3464,78.7273
3465,78.75
3466,78.7727
3467,78.7955
3468,78.8182
3469,78.8409
3470,78.8636
3471,78.8864
3472,78.9091
3473,78.9318
3474,78.9545
3475,78.9773
3476,79
3477,79.0227
3478,79.0455
3479,79.0682
3480,79.0909
3481,79.1136
3482,79.1364
3483,79.1591
3484,79.1818
3485,79.2045
3486,79.2273
3487,77.4889
3488,77.5111
3489,77.5333
3490,77.5556
3491,77.5778
3492,77.6
3493,77.6222
3494,77.6444
3495,77.6667
3496,77.6889
3497,77.7111
3498,77.7333
3499,77.7556
3500,77.7778
3501,77.8
3502,77.8222
3503,77.8444
3504,77.8667
3505,77.8889
3506,77.9111
3507,77.9333
3508,77.9556
3509,77.9778
3510,78
3511,78.0222
3512,78.0444
3513,78.0667
3514,78.0889
3515,78.1111
3516,78.1333
3517,78.1556
3518,78.1778
3519,78.2
3520,78.2222
3521,78.2444
3522,78.2667
3523,78.2889
3524,78.3111
3525,78.3333
3526,78.3556
3527,76.6739
3528,76.6957
3529,76.7174
3530,76.7391
3531,76.7609
3532,76.7826
3533,76.8043
3534,76.8261
3535,76.8478
3536,76.8696
3537,76.8913
3538,76.913
3539,76.9348
3540,76.9565
3541,76.9783
3542,77
3543,77.0217
3544,77.0435
3545,77.0652
3546,77.087
3547,77.1087
3548,77.1304
3549,77.1522
3550,77.1739
3551,77.1957
3552,77.2174
3553,77.2391
3554,77.2609
3555,77.2826
3556,77.3043
3557,77.3261
3558,77.3478
3559,77.3696
3560,77.3913
3561,77.413
3562,77.4348
3563,77.4565
3564,77.4783
3565,77.5
3566,77.5217
3567,75.8936
3568,75.9149
3569,75.9362
3570,75.9574
3571,75.9787
3572,76
3573,76.0213
3574,76.0426
3575,76.0638
3576,76.0851
3577,76.1064
3578,76.1277
3579,76.1489
3580,76.1702
3581,76.1915
3582,76.2128
3583,76.234
3584,76.2553
3585,76.2766
3586,76.2979
3587,76.3191
3588,76.3404
3589,76.3617
3590,76.383
3591,76.4043
3592,76.4255
3593,76.4468
3594,76.4681
3595,76.4894
3596,76.5106
3597,76.5319
3598,76.5532
3599,76.5745
3600,76.5957
3601,76.617
3602,76.6383
3603,76.6596
3604,76.6809
3605,76.7021
3606,75.125
3607,75.1458
3608,75.1667
3609,75.1875
3610,75.2083
3611,75.2292
3612,75.25
3613,75.2708
3614,75.2917
3615,75.3125
3616,75.3333
3617,75.3542
3618,75.375
3619,75.3958
3620,75.4167
3621,75.4375
3622,75.4583
3623,75.4792
3624,75.5
3625,75.5208
3626,75.5417
3627,75.5625
3628,75.5833
3629,75.6042
3630,75.625
3631,75.6458
3632,75.6667
3633,75.6875
3634,75.7083
3635,75.7292
3636,75.75
3637,75.7708
3638,75.7917
3639,75.8125
3640,75.8333
3641,75.8542
3642,75.875
3643,74.3469
3644,74.3673
3645,74.3878
3646,74.4082
3647,74.4286
3648,74.449
3649,74.4694
3650,74.4898
3651,74.5102
3652,74.5306
3653,74.551
3654,74.5714
3655,74.5918
3656,74.6122
3657,74.6327
3658,74.6531
3659,74.6735
3660,74.6939
3661,74.7143
3662,74.7347
3663,74.7551
3664,74.7755
3665,74.7959
3666,74.8163
3667,74.8367
3668,74.8571
3669,74.8776
3670,74.898
3671,74.9184
3672,74.9388
3673,74.9592
3674,74.9796
3675,75
3676,75.0204
3677,75.0408
3678,75.0612
3679,75.0816
3680,75.102
3681,75.1224
3682,73.64
3683,73.66
3684,73.68
3685,73.7
3686,73.72
3687,73.74
3688,73.76
3689,73.78
3690,73.8
3691,73.82
3692,73.84
3693,73.86
3694,73.88
3695,73.9
3696,73.92
3697,73.94
3698,73.96
3699,73.98
3700,74
3701,74.02
3702,74.04
3703,74.06
3704,74.08
3705,74.1
3706,74.12
3707,74.14
3708,74.16
3709,74.18
3710,74.2
3711,74.22
3712,74.24
3713,74.26
3714,74.28
3715,74.3
3716,74.32
3717,74.34
3718,74.36
3719,74.38
3720,74.4
3721,72.9608
3722,72.9804
3723,73
3724,73.0196
3725,73.0392
3726,73.0588
3727,73.0784
3728,73.098
3729,73.1176
3730,73.1373
3731,73.1569
3732,73.1765
3733,73.1961
3734,73.2157
3735,73.2353
3736,73.2549
3737,73.2745
3738,73.2941
3739,73.3137
3740,73.3333
3741,73.3529
3742,73.3725
3743,73.3922
3744,73.4118
3745,73.4314
3746,73.451
3747,73.4706
3748,73.4902
3749,73.5098
3750,73.5294
3751,73.549
3752,73.5686
3753,73.5882
3754,73.6078
3755,73.6275
3756,73.6471
3757,73.6667
3758,73.6863
3759,72.2885
3760,72.3077
3761,72.3269
3762,72.3462
3763,72.3654
3764,72.3846
3765,72.4038
3766,72.4231
3767,72.4423
3768,72.4615
3769,72.4808
3770,72.5
3771,72.5192
3772,72.5385
3773,72.5577
3774,72.5769
3775,72.5962
3776,72.6154
3777,72.6346
3778,72.6538
3779,72.6731
3780,72.6923
3781,72.7115
3782,72.7308
3783,72.75
3784,72.7692
3785,72.7885
3786,72.8077
3787,72.8269
3788,72.8462
3789,72.8654
3790,72.8846
3791,72.9038
3792,72.9231
3793,72.9423
3794,72.9615
3795,72.9808
3796,73
3797,73.0192
3798,73.0385
3799,71.6792
3800,71.6981
3801,71.717
3802,71.7358
3803,71.7547
3804,71.7736
3805,71.7925
3806,71.8113
3807,71.8302
3808,71.8491
3809,71.8679
3810,71.8868
3811,71.9057
3812,71.9245
3813,71.9434
3814,71.9623
3815,71.9811
3816,72
3817,72.0189
3818,72.0377
3819,72.0566
3820,72.0755
3821,72.0943
3822,72.1132
3823,72.1321
3824,72.1509
3825,72.1698
3826,72.1887
3827,72.2075
3828,72.2264
3829,72.2453
3830,72.2642
3831,72.283
3832,72.3019
3833,72.3208
3834,72.3396
3835,72.3585
3836,72.3774
3837,71.0556
3838,71.0741
3839,71.0926
3840,71.1111
3841,71.1296
3842,71.1481
3843,71.1667
3844,71.1852
3845,71.2037
3846,71.2222
3847,71.2407
3848,71.2593
3849,71.2778
3850,71.2963
3851,71.3148
3852,71.3333
3853,71.3519
3854,71.3704
3855,71.3889
3856,71.4074
3857,71.4259
3858,71.4444
3859,71.463
3860,71.4815
3861,71.5
3862,71.5185
3863,71.537
3864,71.5556
3865,71.5741
3866,71.5926
3867,71.6111
3868,71.6296
3869,71.6481
3870,71.6667
3871,71.6852
3872,71.7037
3873,71.7222
3874,71.7407
3875,71.7593
3876,71.7778
3877,71.7963
3878,70.5091
3879,70.5273
3880,70.5455
3881,70.5636
3882,70.5818
3883,70.6
3884,70.6182
3885,70.6364
3886,70.6545
3887,70.6727
3888,70.6909
3889,70.7091
3890,70.7273
3891,70.7455
3892,70.7636
3893,70.7818
3894,70.8
3895,70.8182
3896,70.8364
3897,70.8545
3898,70.8727
3899,70.8909
3900,70.9091
3901,70.9273
3902,70.9455
3903,70.9636
3904,70.9818
3905,71
3906,71.0182
3907,71.0364
3908,71.0545
3909,71.0727
3910,71.0909
3911,71.1091
3912,71.1273
3913,71.1455
3914,71.1636
3915,71.1818
3916,71.2
3917,71.2182
3918,69.9643
3919,69.9821
3920,70
3921,70.0179
3922,70.0357
3923,70.0536
3924,70.0714
3925,70.0893
3926,70.1071
3927,70.125
3928,70.1429
3929,70.1607
3930,70.1786
3931,70.1964
3932,70.2143
3933,70.2321
3934,70.25
3935,70.2679
3936,70.2857
3937,70.3036
3938,70.3214
3939,70.3393
3940,70.3571
3941,70.375
3942,70.3929
3943,70.4107
3944,70.4286
3945,70.4464
3946,70.4643
3947,70.4821
3948,70.5
3949,70.5179
3950,70.5357
3951,70.5536
3952,70.5714
3953,70.5893
3954,70.6071
3955,70.625
3956,70.6429
3957,70.6607
3958,69.4386
3959,69.4561
3960,69.4737
3961,69.4912
3962,69.5088
3963,69.5263
3964,69.5439
3965,69.5614
3966,69.5789
3967,69.5965
3968,69.614
3969,69.6316
3970,69.6491
3971,69.6667
3972,69.6842
3973,69.7018
3974,69.7193
3975,69.7368
3976,69.7544
3977,69.7719
3978,69.7895
3979,69.807
3980,69.8246
3981,69.8421
3982,69.8596
3983,69.8772
3984,69.8947
3985,69.9123
3986,69.9298
3987,69.9474
3988,69.9649
3989,69.9825
3990,70
3991,70.0175
3992,70.0351
3993,70.0526
3994,70.0702
3995,70.0877
3996,70.1053
3997,70.1228
3998,68.931
3999,68.9483
