Iteration, Estimated
2694,54.8827
2695,54.847
2696,54.812
2697,54.7778
2698,54.7443
2699,54.7115
2700,54.6794
2701,54.648
2702,54.6173
2703,54.5874
2704,54.5581
2705,54.5295
2706,54.5017
2707,54.4745
2708,54.4481
2709,54.4223
2710,54.3972
2711,54.3729
2712,54.3492
2713,54.3262
2714,54.3039
2715,54.2823
2716,54.2613
2717,54.2411
2718,54.2216
2719,54.2027
2720,54.1845
2721,54.167
2722,54.1429
2723,54.1063
2724,54.0702
2725,54.0344
2726,53.9991
2727,53.9642
2728,53.9297
2729,53.8957
2730,53.862
2731,53.8288
2732,53.796
2733,53.7637
2734,53.7317
2735,53.7002
2736,53.6691
2737,53.6385
2738,53.6083
2739,53.5785
2740,53.5491
2741,53.5202
2742,53.4917
2743,53.4637
2744,53.4361
2745,53.409
2746,53.3823
2747,53.356
2748,53.3302
2749,53.3048
2750,53.2799
2751,53.2555
2752,53.2315
2753,53.208
2754,53.1849
2755,53.1624
2756,53.1403
2757,53.1186
2758,53.0975
2759,53.0769
2760,53.0567
2761,53.0371
2762,53.018
2763,52.9994
2764,52.9813
2765,52.9637
2766,52.9466
2767,52.9301
2768,52.9141
2769,52.8987
2770,52.8838
2771,52.8695
2772,52.8557
2773,52.8425
2774,52.8299
2775,52.8179
2776,52.8065
2777,52.7957
2778,52.7854
2779,52.7758
2780,52.7669
2781,52.7585
2782,52.7508
2783,52.7438
2784,52.7374
2785,52.7317
2786,52.7266
2787,52.7223
2788,52.7186
2789,52.7156
2790,52.7134
2791,52.7118
2792,52.711
2793,52.711
2794,52.7116
2795,52.7131
2796,52.7153
2797,52.7183
2798,52.6427
2799,52.5445
2800,52.4475
2801,52.3518
2802,52.2574
2803,52.1644
2804,52.0729
2805,51.9827
2806,51.894
2807,51.8067
2808,51.7209
2809,51.6366
2810,51.5539
2811,51.4727
2812,51.3931
2813,51.315
2814,51.2385
2815,51.1636
2816,51.0904
2817,51.0187
2818,50.9487
2819,50.8803
2820,50.8135
2821,50.7484
2822,50.6849
2823,50.623
2824,50.5628
2825,50.5042
2826,50.4472
2827,50.3918
2828,50.3381
2829,50.286
2830,50.2355
2831,50.1867
2832,50.1394
2833,50.0938
2834,50.0497
2835,50.0073
2836,49.9664
2837,49.9271
2838,49.8894
2839,49.8532
2840,49.8187
2841,49.7856
2842,49.7542
2843,49.7243
2844,49.6959
2845,49.6691
2846,49.6439
2847,49.6202
2848,49.5981
2849,49.5775
2850,49.5585
2851,49.541
2852,49.5251
2853,49.5108
2854,49.4981
2855,49.4869
2856,49.4774
2857,49.4694
2858,49.4631
2859,49.4584
2860,49.4554
2861,49.4541
2862,49.4544
2863,49.4565
2864,49.4604
2865,49.466
2866,49.4734
2867,49.4827
2868,49.4939
2869,49.5069
2870,49.5219
2871,49.5389
2872,49.558
2873,49.5791
2874,49.6024
2875,49.6278
2876,49.6555
2877,49.6856
2878,49.7179
2879,49.7527
2880,49.79
2881,49.8298
2882,49.8723
2883,49.9175
2884,49.9656
2885,50.0165
2886,50.0704
2887,50.1273
2888,50.1874
2889,50.2507
2890,50.2284
2891,50.1913
2892,50.1543
2893,50.1175
2894,50.0807
2895,50.0442
2896,50.0079
2897,49.972
2898,49.9364
2899,49.9013
2900,49.8668
2901,49.833
2902,49.7999
2903,49.7678
2904,49.7368
2905,49.7072
2906,49.679
2907,49.6527
2908,49.6284
2909,49.6066
2910,49.5877
2911,49.572
2912,49.5602
2913,49.5527
2914,49.5505
2915,49.5541
2916,49.5645
2917,49.5828
2918,49.6101
2919,49.6479
2920,49.6975
2921,49.7608
2922,49.8398
2923,49.9368
2924,50.0542
2925,50.1951
2926,50.3626
2927,50.5604
2928,50.7926
2929,51.0637
2930,51.2924
2931,51.2623
2932,51.2272
2933,51.1906
2934,51.1547
2935,51.1196
2936,51.0854
2937,51.052
2938,51.0197
2939,50.9886
2940,50.9587
2941,50.9303
2942,50.9035
2943,50.8785
2944,50.8554
2945,50.8347
2946,50.8164
2947,50.801
2948,50.7886
2949,50.7797
2950,50.7747
2951,50.774
2952,50.7781
2953,50.7874
2954,50.8026
2955,50.8242
2956,50.8529
2957,50.8893
2958,50.9343
2959,50.9886
2960,51.0529
2961,51.1281
2962,50.9782
2963,50.827
2964,50.681
2965,50.5402
2966,50.4043
2967,50.2733
2968,50.1471
2969,50.0255
2970,49.9084
2971,49.7957
2972,49.6873
2973,49.5829
2974,49.4826
2975,49.3862
2976,49.2936
2977,49.2046
2978,49.1191
2979,49.0371
2980,48.9584
2981,48.8828
2982,48.8104
2983,48.741
2984,48.6744
2985,48.6107
2986,48.5497
2987,48.4912
2988,48.4353
2989,48.3819
2990,48.3308
2991,48.282
2992,48.2354
2993,48.1909
2994,48.1485
2995,48.108
2996,48.0696
2997,48.033
2998,47.9982
2999,47.9651
3000,47.9338
3001,47.9041
3002,47.8761
3003,47.8495
3004,47.8246
3005,47.801
3006,47.779
3007,47.7583
3008,47.739
3009,47.721
3010,47.7043
3011,47.6889
3012,47.6747
3013,47.6617
3014,47.6499
3015,47.6393
3016,47.6297
3017,47.6214
3018,47.6141
3019,47.6078
3020,47.6027
3021,47.5985
3022,47.5954
3023,47.5933
3024,47.5922
3025,47.5921
3026,47.5929
3027,47.5947
3028,47.5974
3029,47.6011
3030,47.6056
3031,47.6111
3032,47.6175
3033,47.6248
3034,47.6329
3035,47.6419
3036,47.6518
3037,47.6626
3038,47.6742
3039,47.6866
3040,47.6999
3041,47.714
3042,47.7289
3043,47.7049
3044,47.5652
3045,47.4471
3046,47.3489
3047,47.2689
3048,47.2056
3049,47.1575
3050,47.1232
3051,47.1017
3052,47.0921
3053,47.0937
3054,47.1062
3055,47.1296
3056,46.7321
3057,46.1627
3058,45.635
3059,45.1535
3060,44.7224
3061,44.345
3062,44.0241
3063,43.7624
3064,43.562
3065,43.425
3066,43.3534
3067,43.3493
3068,43.4149
3069,43.5525
3070,43.7649
3071,44.0549
3072,44.4253
3073,44.8792
3074,45.4198
3075,46.0501
3076,46.7729
3077,47.5909
3078,47.8611
3079,47.8679
3080,47.876
3081,47.8853
3082,47.8959
3083,47.908
3084,47.9214
3085,47.9363
3086,47.9527
3087,47.9707
3088,47.9903
3089,48.0116
3090,48.0346
3091,48.0594
3092,48.086
3093,47.8881
3094,47.5803
3095,47.3883
3096,47.3031
3097,47.3201
3098,47.4382
3099,47.2453
3100,47.0274
3101,46.8176
3102,46.6165
3103,46.4246
3104,46.2422
3105,46.0698
3106,45.9074
3107,45.7552
3108,45.6131
3109,45.4811
3110,45.3591
3111,45.2469
3112,45.1442
3113,45.0508
3114,44.9665
3115,44.8907
3116,44.8234
3117,44.7641
3118,44.7124
3119,44.6681
3120,44.6308
3121,44.6
3122,44.5755
3123,44.5569
3124,44.5439
3125,44.5359
3126,44.5328
3127,44.5341
3128,44.5393
3129,44.5482
3130,44.5602
3131,44.575
3132,44.5921
3133,44.6112
3134,44.6316
3135,44.6531
3136,44.6751
3137,44.6971
3138,44.7188
3139,44.7398
3140,44.7595
3141,44.7776
3142,44.7937
3143,44.8076
3144,44.8189
3145,44.8274
3146,44.8329
3147,44.8353
3148,44.8344
3149,44.8302
3150,44.8228
3151,44.6983
3152,44.535
3153,44.3842
3154,44.2458
3155,44.1195
3156,44.0051
3157,43.9023
3158,43.811
3159,43.731
3160,43.6622
3161,43.6043
3162,43.5574
3163,43.5214
3164,43.4961
3165,43.4818
3166,43.4783
3167,43.4859
3168,43.5046
3169,43.5346
3170,43.5761
3171,43.6294
3172,43.6947
3173,43.7725
3174,43.863
3175,43.9668
3176,44.0842
3177,44.0719
3178,44.0481
3179,44.0255
3180,44.0039
3181,43.9834
3182,43.9639
3183,43.9454
3184,43.9278
3185,43.9111
3186,43.8954
3187,43.8804
3188,43.8663
3189,43.8529
3190,43.8402
3191,43.8281
3192,43.8168
3193,43.806
3194,43.7957
3195,43.786
3196,43.7767
3197,43.7679
3198,43.7595
3199,43.7514
3200,43.7438
3201,43.7364
3202,43.7293
3203,43.7225
3204,43.716
3205,43.7097
3206,43.7036
3207,43.6977
3208,43.6919
3209,43.6863
3210,43.4593
3211,42.9911
3212,42.5679
3213,42.1873
3214,41.8465
3215,41.5427
3216,41.2729
3217,41.0343
3218,40.8243
3219,40.6402
3220,40.4798
3221,40.3408
3222,40.2215
3223,40.1199
3224,40.0347
3225,39.9644
3226,39.9079
3227,39.8642
3228,39.8322
3229,39.8113
3230,39.8007
3231,39.7999
3232,39.8083
3233,39.8253
3234,39.8507
3235,39.8838
3236,39.9245
3237,39.9721
3238,40.0263
3239,40.0867
3240,40.1527
3241,40.224
3242,40.2999
3243,40.3799
3244,40.4633
3245,40.5496
3246,40.638
3247,40.7278
3248,40.8184
3249,40.9089
3250,40.9987
3251,41.087
3252,41.1731
3253,41.2564
3254,41.3362
3255,41.4119
3256,41.4831
3257,41.5491
3258,41.6096
3259,41.6642
3260,41.7127
3261,41.7549
3262,41.7905
3263,41.8197
3264,41.8423
3265,41.8585
3266,41.8684
3267,41.8723
3268,41.8705
3269,41.8633
3270,41.851
3271,41.8342
3272,41.8132
3273,41.7885
3274,41.7606
3275,41.7298
3276,41.6968
3277,41.6619
3278,41.6255
3279,41.588
3280,41.5498
3281,41.5112
3282,41.4725
3283,41.4341
3284,41.396
3285,41.3586
3286,41.322
3287,41.2863
3288,41.2517
3289,41.2183
3290,41.1861
3291,41.1552
3292,41.1256
3293,41.0974
3294,41.0707
3295,41.0453
3296,41.0213
3297,40.9987
3298,40.9774
3299,40.9576
3300,40.939
3301,40.9218
3302,40.9059
3303,40.8912
3304,40.8778
3305,40.8656
3306,40.8546
3307,40.8448
3308,40.8361
3309,40.8285
3310,40.822
3311,40.8166
3312,40.8123
3313,40.809
3314,40.8068
3315,40.8055
3316,40.8052
3317,40.806
3318,40.8077
3319,40.7199
3320,40.5902
3321,40.4756
3322,40.3738
3323,40.2823
3324,40.199
3325,40.1221
3326,40.0497
3327,39.9803
3328,39.9127
3329,39.8459
3330,39.7792
3331,39.7124
3332,39.6455
3333,39.5795
3334,39.5157
3335,39.4561
3336,39.4036
3337,39.3621
3338,39.336
3339,39.3312
3340,39.3543
3341,39.4133
3342,39.5175
3343,39.6774
3344,39.9051
3345,39.9655
3346,39.8712
3347,39.7873
3348,39.7129
3349,39.6467
3350,39.5879
3351,39.5356
3352,39.489
3353,39.4475
3354,39.4105
3355,39.3774
3356,39.3478
3357,39.3213
3358,39.2975
3359,39.2761
3360,39.2568
3361,39.2393
3362,39.2234
3363,39.209
3364,39.1958
3365,39.1838
3366,39.1727
3367,39.1625
3368,39.1531
3369,39.1444
3370,39.1363
3371,39.1288
3372,39.1219
3373,39.1155
3374,39.1097
3375,39.1044
3376,39.0997
3377,39.0955
3378,39.092
3379,39.0892
3380,39.0871
3381,39.0858
3382,39.0855
3383,39.0863
3384,39.0882
3385,39.0916
3386,39.0965
3387,39.1032
3388,39.1119
3389,39.1229
3390,39.1365
3391,39.153
3392,39.1727
3393,39.1962
3394,39.2239
3395,39.2562
3396,39.2937
3397,39.337
3398,39.3868
3399,39.4437
3400,39.5086
3401,39.5821
3402,39.6651
3403,39.7585
3404,39.8631
3405,39.9798
3406,40.1094
3407,40.2525
3408,40.4098
3409,40.5817
3410,40.7681
3411,40.9053
3412,40.909
3413,40.9212
3414,40.9428
3415,40.9751
3416,41.0201
3417,41.055
3418,41.0364
3419,41.0222
3420,41.0128
3421,41.0086
3422,41.0099
3423,41.0172
3424,40.994
3425,40.9481
3426,40.9088
3427,40.876
3428,40.8494
3429,40.829
3430,40.8147
3431,40.8066
3432,40.8045
3433,40.8085
3434,40.8186
3435,40.8351
3436,40.8578
3437,40.8579
3438,40.8111
3439,40.7674
3440,40.7268
3441,40.6892
3442,40.6543
3443,40.622
3444,40.5922
3445,40.5647
3446,40.5395
3447,40.5164
3448,40.4952
3449,40.4758
3450,40.4582
3451,40.4421
3452,40.4276
3453,40.4145
3454,40.4026
3455,40.3919
3456,40.3824
3457,40.3738
3458,40.3662
3459,40.3594
3460,40.344
3461,40.3222
3462,40.3031
3463,40.2867
3464,40.2728
3465,40.2613
3466,40.2523
3467,40.2458
3468,40.2417
3469,40.2402
3470,40.2413
3471,40.2452
3472,40.2521
3473,40.2622
3474,40.2757
3475,40.2931
3476,40.3146
3477,40.3186
3478,40.3185
3479,40.3183
3480,40.3183
3481,40.3182
3482,40.3182
3483,40.3026
3484,40.0094
3485,39.7542
3486,39.5332
3487,39.3429
3488,39.1805
3489,39.0435
3490,38.9297
3491,38.8372
3492,38.7644
3493,38.7097
3494,38.6719
3495,38.6498
3496,38.6427
3497,38.6495
3498,38.6697
3499,38.7026
3500,38.7479
3501,38.8053
3502,38.8746
3503,38.9558
3504,39.0491
3505,39.1547
3506,39.2731
3507,39.4049
3508,39.5509
3509,39.712
3510,39.8892
3511,40.0836
3512,40.1966
3513,40.2158
3514,40.2408
3515,40.2718
3516,40.309
3517,40.3524
3518,40.4024
3519,40.4201
3520,40.4315
3521,40.444
3522,40.4576
3523,40.4724
3524,40.4885
3525,40.506
3526,40.525
3527,40.5456
3528,40.5679
3529,40.592
3530,40.618
3531,40.6459
3532,40.676
3533,40.7083
3534,40.743
3535,40.7801
3536,40.8198
3537,40.7781
3538,40.676
3539,40.5816
3540,40.4952
3541,40.4172
3542,40.3479
3543,40.2876
3544,40.2365
3545,40.1948
3546,40.1629
3547,40.1409
3548,40.1291
3549,40.1277
3550,40.137
3551,40.1571
3552,40.1884
3553,40.2312
3554,40.2856
3555,40.3522
3556,40.4312
3557,40.523
3558,40.1438
3559,39.758
3560,39.3966
3561,39.0609
3562,38.7517
3563,38.4694
3564,38.2139
3565,37.985
3566,37.7823
3567,37.605
3568,37.4528
3569,37.3251
3570,37.2214
3571,37.1414
3572,37.0851
3573,37.0525
3574,37.0439
3575,37.0599
3576,37.1013
3577,37.1691
3578,37.2646
3579,37.3896
3580,37.5458
3581,37.7354
3582,37.9608
3583,38.2246
3584,38.5296
3585,38.8788
3586,38.9046
3587,38.9105
3588,38.9197
3589,38.9324
3590,38.8937
3591,38.6493
3592,38.4203
3593,38.2067
3594,38.0083
3595,37.825
3596,37.6562
3597,37.5016
3598,37.3605
3599,37.2325
3600,37.117
3601,37.0134
3602,36.9212
3603,36.8398
3604,36.7687
3605,36.7075
3606,36.6557
3607,36.6131
3608,36.5793
3609,36.5541
3610,36.5372
3611,36.5285
3612,36.5278
3613,36.5351
3614,36.5503
3615,36.5734
3616,36.6043
3617,36.6431
3618,36.6897
3619,36.744
3620,36.8061
3621,36.8757
3622,36.9528
3623,37.037
3624,37.128
3625,37.2254
3626,37.3286
3627,37.4368
3628,37.5493
3629,37.6651
3630,37.7832
3631,37.9024
3632,38.0215
3633,38.1393
3634,38.2545
3635,38.3659
3636,38.4725
3637,38.5733
3638,38.6676
3639,38.7549
3640,38.8348
3641,38.9074
3642,38.9728
3643,39.0314
3644,39.0838
3645,39.131
3646,39.1737
3647,39.2132
3648,39.2504
3649,39.0407
3650,38.7799
3651,38.5716
3652,38.4082
3653,38.2833
3654,38.1915
3655,38.1283
3656,38.0898
3657,38.0729
3658,38.075
3659,38.094
3660,38.1281
3661,38.1761
3662,38.2369
3663,38.3096
3664,38.3937
3665,38.4888
3666,38.5948
3667,38.7117
3668,38.8396
3669,38.979
3670,39.1303
3671,39.2944
3672,39.4723
3673,39.6652
3674,39.8749
3675,40.1032
3676,40.3525
3677,40.4031
3678,40.4054
3679,40.404
3680,40.3985
3681,40.3884
3682,40.3737
3683,40.3542
3684,40.3299
3685,40.3011
3686,40.268
3687,40.2311
3688,40.1908
3689,40.1478
3690,40.1026
3691,40.0558
3692,40.0082
3693,39.9603
3694,39.9128
3695,39.8662
3696,39.821
3697,39.7776
3698,39.7365
3699,39.6977
3700,39.6616
3701,39.6283
3702,39.5977
3703,39.5698
3704,39.5445
3705,39.5216
3706,39.5009
3707,39.482
3708,39.4646
3709,39.4483
3710,39.4327
3711,39.4174
3712,39.402
3713,39.3859
3714,39.3689
3715,39.3505
3716,39.3304
3717,39.3082
3718,39.2838
3719,39.2569
3720,39.2274
3721,39.1952
3722,39.1605
3723,39.1232
3724,39.0834
3725,39.0415
3726,38.9976
3727,38.952
3728,38.9051
3729,38.8572
3730,38.8086
3731,38.7596
3732,38.7108
3733,38.6623
3734,38.6145
3735,38.5677
3736,38.5223
3737,38.4783
3738,38.4362
3739,38.396
3740,38.3579
3741,38.3222
3742,38.2889
3743,38.2581
3744,38.2299
3745,38.2043
3746,38.1816
3747,38.1617
3748,38.1446
3749,38.1304
3750,38.1192
3751,38.111
3752,38.1059
3753,38.1039
3754,38.1051
3755,38.1096
3756,38.1174
3757,38.1287
3758,38.1436
3759,38.1622
3760,38.1847
3761,38.2113
3762,38.2422
3763,38.2776
3764,38.3178
3765,38.3631
3766,38.4139
3767,38.4706
3768,38.5336
3769,38.6034
3770,38.6805
3771,38.7657
3772,38.8597
3773,38.9631
3774,39.077
3775,39.2023
3776,39.3401
3777,39.4917
3778,39.6585
3779,39.8419
3780,39.9199
3781,39.7681
3782,39.6293
3783,39.5024
3784,39.3862
3785,39.2794
3786,39.1812
3787,39.0906
3788,39.0069
3789,38.9293
3790,38.8571
3791,38.7898
3792,38.7269
3793,38.6679
3794,38.6123
3795,38.5599
3796,38.5104
3797,38.4634
3798,38.4188
3799,38.3764
3800,38.336
3801,38.2975
3802,38.2609
3803,38.2262
3804,38.1932
3805,38.1619
3806,38.1326
3807,38.105
3808,38.0794
3809,38.0558
3810,38.0344
3811,38.0151
3812,37.9983
3813,37.9839
3814,37.9723
3815,37.9637
3816,37.9581
3817,37.9559
3818,37.9574
3819,37.9627
3820,37.9723
3821,37.9864
3822,38.0055
3823,38.0299
3824,38.06
3825,38.0963
3826,38.1393
3827,38.1895
3828,38.2476
3829,38.3141
3830,38.3896
3831,38.4749
3832,38.5707
3833,38.6777
3834,38.7968
3835,38.9286
3836,39.0742
3837,39.2341
3838,39.4094
3839,39.6007
3840,39.8088
3841,40.0344
3842,40.2781
3843,40.5403
3844,40.3941
3845,40.1173
3846,39.8754
3847,39.6661
3848,39.4873
3849,39.3374
3850,39.2148
3851,39.1182
3852,39.0467
3853,38.9996
3854,38.9765
3855,38.9774
3856,39.0023
3857,39.0518
3858,39.1267
3859,39.2281
3860,39.3574
3861,39.5163
3862,39.7069
3863,39.9314
3864,40.1923
3865,40.4926
3866,40.8352
3867,41.2233
3868,41.5105
3869,41.505
3870,41.4998
3871,41.495
3872,41.4906
3873,41.4865
3874,41.4433
3875,41.3765
3876,41.3134
3877,41.2393
3878,41.1694
3879,41.1045
3880,41.0444
3881,40.989
3882,40.9381
3883,40.8916
3884,40.8493
3885,40.811
3886,40.7768
3887,40.7464
3888,40.7197
3889,40.6241
3890,39.9679
3891,39.3983
3892,38.9119
3893,38.5049
3894,38.173
3895,37.9123
3896,37.7186
3897,37.5881
3898,37.5172
3899,37.5023
3900,37.5396
3901,37.6254
3902,37.7552
3903,37.9243
3904,38.1269
3905,38.3567
3906,38.6065
3907,38.8685
3908,39.1348
3909,39.3977
3910,39.6502
3911,39.8866
3912,40.0129
3913,40.1218
3914,40.2474
3915,40.3906
3916,40.5521
3917,40.6973
3918,40.6697
3919,40.6464
3920,40.6273
3921,40.6124
3922,40.6017
3923,40.5952
3924,40.5929
3925,40.5948
3926,40.5486
3927,40.4646
3928,40.3863
3929,40.3135
3930,40.2459
3931,40.1832
3932,40.1252
3933,40.0718
3934,40.0228
3935,39.9779
3936,39.9369
3937,39.8999
3938,39.8665
3939,39.8367
3940,39.8103
3941,39.7872
3942,39.7673
3943,39.7505
3944,39.7367
3945,39.7259
3946,39.7179
3947,39.7126
3948,39.7102
3949,39.7103
3950,39.7131
3951,39.7184
3952,39.7261
3953,39.7364
3954,39.749
3955,39.7335
3956,39.619
3957,39.5226
3958,39.4441
3959,39.3835
3960,39.3408
3961,39.3162
3962,39.3099
3963,39.3222
3964,39.3535
3965,39.4043
3966,39.4753
3967,39.567
3968,39.6803
3969,39.8161
3970,39.9753
3971,40.0778
3972,40.0089
3973,39.9515
3974,39.9068
3975,39.8764
3976,39.8623
3977,39.8669
3978,39.8933
3979,39.9456
3980,40.0288
3981,40.1492
3982,40.3148
3983,40.5358
3984,40.8243
3985,40.9685
3986,41.0217
3987,41.0751
3988,41.1287
3989,41.1825
3990,41.2045
3991,41.2083
3992,41.2123
3993,41.2167
3994,41.2214
3995,41.2263
3996,41.2314
3997,41.2367
3998,41.2422
3999,41.2478
